,Indice,id_anony,Anho,Cod.Car.Sec,Nota.Final,Aprobado,1P,2P,Taller,Firma,Derecho a Recuperatorio,Derecho a Final,Primer.Rec,Segundo.Rec,Primer Intento,Segundo Intento,Calificacion,Aprobo
3923,19.0,es_3476,2017,ECA-PLS13 ,,N,0,0,0,0,False,False,0,0,0.0,0.0,0.0,False
3924,20.0,es_7720,2017,CIV-PLS13 ,,N,3,0,0,3,False,False,0,0,0.0,0.0,0.0,False
3925,21.0,es_7259,2017,MCT-PLS13 ,,N,1,22,0,23,False,False,2,5,0.0,0.0,0.0,False
3926,22.0,es_7543,2017,MCT-PLS13 ,,N,6,0,0,6,False,False,0,0,0.0,0.0,0.0,False
3927,23.0,es_7544,2017,ELE-PLS13 ,"2F-1,3F-2",S,4,22,0,26,False,False,0,0,1.0,2.0,2.0,True
3928,24.0,es_7721,2017,CIV-PLS13 ,1F-2,S,5,23,0,28,False,False,0,0,2.0,0.0,2.0,True
3929,25.0,es_6560,2017,CIV-PLS13 ,,N,6,26,0,32,False,False,0,0,0.0,0.0,0.0,False
3930,26.0,es_7722,2017,ELE-PLS13 ,,N,9,5,0,14,False,False,0,0,0.0,0.0,0.0,False
3931,27.0,es_7260,2017,ELE-PLS13 ,,N,0,0,0,0,False,False,0,0,0.0,0.0,0.0,False
3932,28.0,es_3602,2017,CGF-PLS13 ,3F-3,S,3,0,0,3,False,False,0,27,3.0,0.0,3.0,True
3933,29.0,es_3700,2017,MCT-PLS13 ,"1F-1,2F-3",S,12,18,0,30,False,False,0,0,1.0,3.0,3.0,True
3934,30.0,es_7545,2017,ELE-PLS13 ,"1F-1,2F-1",N,5,22,0,27,False,False,0,0,1.0,1.0,1.0,False
3935,31.0,es_7546,2017,ELE-PLS13 ,,N,7,0,0,7,False,False,0,0,0.0,0.0,0.0,False
3936,32.0,es_7723,2017,CIV-PLS13 ,3F-3,S,5,28,0,33,False,False,22,17,3.0,0.0,3.0,True
3937,33.0,es_7549,2017,IND-PLS13 ,"1F-1,2F-3",S,5,27,0,32,False,False,0,0,1.0,3.0,3.0,True
3938,34.0,es_7205,2017,ELE-PLS13 ,1F-4,S,5,33,0,38,False,False,0,0,4.0,0.0,4.0,True
3939,35.0,es_7724,2017,MCT-PLS13 ,3F-3,S,10,15,0,25,False,False,36,0,3.0,0.0,3.0,True
3940,36.0,es_7206,2017,CIV-PLS13 ,,N,0,0,0,0,False,False,0,0,0.0,0.0,0.0,False
3941,37.0,es_7551,2017,ELE-PLS13 ,3F-2,S,4,0,0,4,False,False,0,25,2.0,0.0,2.0,True
3942,38.0,es_7264,2017,CIV-PLS13 ,,N,0,0,0,0,False,False,0,0,0.0,0.0,0.0,False
3943,39.0,es_7554,2017,ELE-PLS13 ,,N,5,31,0,36,False,False,32,30,0.0,0.0,0.0,False
3944,40.0,es_7207,2017,ELE-PLS13 ,,N,9,0,0,9,False,False,0,0,0.0,0.0,0.0,False
3945,41.0,es_7265,2017,ELE-PLS13 ,,N,15,15,0,30,False,False,26,0,0.0,0.0,0.0,False
3946,42.0,es_7725,2017,CIV-PLS13 ,2F-5,S,4,28,0,32,False,False,54,0,5.0,0.0,5.0,True
3947,43.0,es_7556,2017,IND-PLS13 ,1F-3,S,10,27,0,37,False,False,0,0,3.0,0.0,3.0,True
3948,44.0,es_7726,2017,ELE-PLS13 ,,N,6,16,0,22,False,False,0,0,0.0,0.0,0.0,False
3949,45.0,es_7727,2017,CIV-PLS13 ,1F-5,S,13,31,0,44,False,False,0,0,5.0,0.0,5.0,True
3950,46.0,es_7728,2017,IND-PLS13 ,3F-5,S,0,0,0,0,False,False,0,0,5.0,0.0,5.0,True
3951,47.0,es_7268,2017,MCT-PLS13 ,1F-4,S,11,27,0,38,False,False,0,0,4.0,0.0,4.0,True
3952,48.0,es_7558,2017,ELE-PLS13 ,1F-2,S,11,0,0,11,False,False,0,0,2.0,0.0,2.0,True
3953,49.0,es_7729,2017,ELE-PLS13 ,,N,10,12,0,22,False,False,18,19,0.0,0.0,0.0,False
3954,50.0,es_7559,2017,CIV-PLS13 ,"2F-1,3F-1",N,9,20,0,29,False,False,0,0,1.0,1.0,1.0,False
3955,51.0,es_7730,2017,IND-PLS13 ,1F-5,S,11,36,0,47,False,False,0,0,5.0,0.0,5.0,True
3956,52.0,es_7560,2017,CIV-PLS13 ,"1F-1,2F-1",N,13,24,0,37,False,False,0,0,1.0,1.0,1.0,False
3957,53.0,es_7270,2017,ELE-PLS13 ,,N,3,0,0,3,False,False,0,0,0.0,0.0,0.0,False
3958,54.0,es_7561,2017,MCT-PLS13 ,,N,5,12,0,17,False,False,18,8,0.0,0.0,0.0,False
3959,55.0,es_7562,2017,IND-PLS13 ,2F-2,S,5,27,0,32,False,False,30,0,2.0,0.0,2.0,True
3960,56.0,es_7564,2017,MCT-PLS13 ,,N,5,16,0,21,False,False,10,34,0.0,0.0,0.0,False
3961,57.0,es_7565,2017,ELE-PLS13 ,,N,7,16,0,23,False,False,30,28,0.0,0.0,0.0,False
3962,58.0,es_7566,2017,CIV-PLS13 ,,N,13,30,0,43,False,False,0,0,0.0,0.0,0.0,False
3963,59.0,es_7567,2017,ELE-PLS13 ,1F-4,S,12,25,0,37,False,False,0,0,4.0,0.0,4.0,True
3964,60.0,es_7209,2017,CIV-PLS13 ,,N,3,0,0,3,False,False,0,0,0.0,0.0,0.0,False
3965,61.0,es_7271,2017,ECA-PLS13 ,1F-4,S,6,36,0,42,False,False,0,0,4.0,0.0,4.0,True
3966,62.0,es_7272,2017,ELE-PLS13 ,,N,0,0,0,0,False,False,0,0,0.0,0.0,0.0,False
3967,63.0,es_7731,2017,ELE-PLS13 ,3F-4,S,0,0,0,0,False,False,0,0,4.0,0.0,4.0,True
3968,64.0,es_7732,2017,ELE-PLS13 ,2F-3,S,0,0,0,0,False,False,0,0,3.0,0.0,3.0,True
3969,65.0,es_7273,2017,ELE-PLS13 ,,N,1,0,0,1,False,False,0,0,0.0,0.0,0.0,False
3970,66.0,es_7112,2017,MEC-PLS13 ,,N,2,12,0,14,False,False,0,0,0.0,0.0,0.0,False
3971,67.0,es_7733,2017,CIV-PLS13 ,"2F-1,3F-3",S,4,17,0,21,False,False,26,0,1.0,3.0,3.0,True
3972,68.0,es_7734,2017,IND-PLS13 ,1F-3,S,10,27,0,37,False,False,0,0,3.0,0.0,3.0,True
3973,69.0,es_7735,2017,MEC-PLS13 ,3F-2,S,11,17,0,28,False,False,0,19,2.0,0.0,2.0,True
3974,70.0,es_7570,2017,MEC-PLS13 ,1F-1,N,3,23,0,26,False,False,0,0,1.0,0.0,1.0,False
3975,71.0,es_7274,2017,ELE-PLS13 ,,N,2,20,0,22,False,False,0,0,0.0,0.0,0.0,False
3976,72.0,es_7571,2017,CIV-PLS13 ,2F-2,S,13,16,0,29,False,False,38,0,2.0,0.0,2.0,True
3977,73.0,es_7572,2017,CIV-PLS13 ,,N,0,0,0,0,False,False,0,0,0.0,0.0,0.0,False
3978,74.0,es_7573,2017,CIV-PLS13 ,"2F-1,3F-2",S,8,19,0,27,False,False,14,0,1.0,2.0,2.0,True
3979,75.0,es_7275,2017,CIV-PLS13 ,3F-3,S,15,19,0,34,False,False,0,0,3.0,0.0,3.0,True
3980,76.0,es_7276,2017,CIV-PLS13 ,"2F-1,3F-3",S,6,24,0,30,False,False,0,0,1.0,3.0,3.0,True
3981,77.0,es_7574,2017,CIV-PLS13 ,1F-1,N,12,19,0,31,False,False,0,0,1.0,0.0,1.0,False
3982,78.0,es_7736,2017,CIV-PLS13 ,1F-3,S,10,28,0,38,False,False,0,0,3.0,0.0,3.0,True
3983,79.0,es_3743,2017,IND-PLS13 ,1F-2,S,11,27,0,38,False,False,0,0,2.0,0.0,2.0,True
3984,80.0,es_2718,2017,ECA-PLS13 ,3F-5,S,10,22,0,32,False,False,42,47,5.0,0.0,5.0,True
3985,81.0,es_7576,2017,IND-PLS13 ,1F-4,S,13,24,0,37,False,False,0,0,4.0,0.0,4.0,True
3986,82.0,es_7737,2017,CIV-PLS13 ,1F-3,S,6,32,0,38,False,False,0,0,3.0,0.0,3.0,True
3987,83.0,es_7578,2017,CIV-PLS13 ,,N,2,19,0,21,False,False,22,14,0.0,0.0,0.0,False
3988,84.0,es_7278,2017,CIV-PLS13 ,"1F-1,2F-1",N,8,19,0,27,False,False,0,0,1.0,1.0,1.0,False
3989,85.0,es_7738,2017,ELE-PLS13 ,2F-5,S,0,0,0,0,False,False,0,0,5.0,0.0,5.0,True
3990,86.0,es_7114,2017,CIV-PLS13 ,1F-1,N,5,12,0,17,False,False,0,0,1.0,0.0,1.0,False
3991,87.0,es_7739,2017,ELE-PLS13 ,2F-4,S,14,33,0,47,False,False,0,0,4.0,0.0,4.0,True
3992,88.0,es_6584,2017,CIV-PLS13 ,,N,0,0,0,0,False,False,0,0,0.0,0.0,0.0,False
3993,89.0,es_7279,2017,CIV-PLS13 ,,N,10,23,0,33,False,False,22,21,0.0,0.0,0.0,False
3994,90.0,es_7115,2017,CIV-PLS13 ,,N,0,0,0,0,False,False,0,0,0.0,0.0,0.0,False
3995,91.0,es_7282,2017,ELE-PLS13 ,,N,3,0,0,3,False,False,0,0,0.0,0.0,0.0,False
3996,92.0,es_7579,2017,MCT-PLS13 ,,N,6,16,0,22,False,False,2,0,0.0,0.0,0.0,False
3997,93.0,es_7253,2017,IND-PLS13 ,2F-3,S,6,23,0,29,False,False,42,0,3.0,0.0,3.0,True
3998,94.0,es_7740,2017,ELE-PLS13 ,3F-3,S,0,0,0,0,False,False,0,0,3.0,0.0,3.0,True
3999,95.0,es_7283,2017,CIV-PLS13 ,1F-1,N,8,0,0,8,False,False,0,0,1.0,0.0,1.0,False
4000,96.0,es_7581,2017,ELE-PLS13 ,1F-2,S,3,0,0,3,False,False,0,0,2.0,0.0,2.0,True
4001,97.0,es_7284,2017,ELE-PLS13 ,,N,3,17,0,20,False,False,20,0,0.0,0.0,0.0,False
4002,98.0,es_7582,2017,MEC-PLS13 ,1F-4,S,17,20,0,37,False,False,0,0,4.0,0.0,4.0,True
4003,99.0,es_7741,2017,IND-PLS13 ,1F-2,S,2,26,0,28,False,False,0,0,2.0,0.0,2.0,True
4004,100.0,es_6592,2017,MEC-PLS13 ,,N,5,18,0,23,False,False,0,0,0.0,0.0,0.0,False
4005,101.0,es_7742,2017,MCT-PLS13 ,1F-2,S,7,27,0,34,False,False,0,0,2.0,0.0,2.0,True
4006,102.0,es_7743,2017,MCT-PLS13 ,1F-2,S,2,31,0,33,False,False,0,0,2.0,0.0,2.0,True
4007,103.0,es_7744,2017,ELE-PLS13 ,,N,6,1,0,7,False,False,0,0,0.0,0.0,0.0,False
4008,104.0,es_7285,2017,MCT-PLS13 ,,N,5,24,0,29,False,False,20,0,0.0,0.0,0.0,False
4009,105.0,es_7583,2017,MCT-PLS13 ,,N,4,0,0,4,False,False,0,0,0.0,0.0,0.0,False
4010,106.0,es_7286,2017,CGF-PLS13 ,1F-5,S,12,32,0,44,False,False,0,0,5.0,0.0,5.0,True
4011,107.0,es_7584,2017,CIV-PLS13 ,,N,3,18,0,21,False,False,0,0,0.0,0.0,0.0,False
4012,108.0,es_7745,2017,CIV-PLS13 ,,N,4,0,0,4,False,False,0,0,0.0,0.0,0.0,False
4013,109.0,es_3578,2017,CIV-PLS13 ,,N,0,0,0,0,False,False,0,0,0.0,0.0,0.0,False
4014,110.0,es_7746,2017,ELE-PLS13 ,,N,7,23,0,30,False,False,16,17,0.0,0.0,0.0,False
4015,111.0,es_7287,2017,MCT-PLS13 ,,N,10,18,0,28,False,False,0,0,0.0,0.0,0.0,False
4016,112.0,es_7289,2017,IND-PLS13 ,,N,4,21,0,25,False,False,0,30,0.0,0.0,0.0,False
4017,113.0,es_7290,2017,CIV-PLS13 ,,N,0,27,0,27,False,False,0,0,0.0,0.0,0.0,False
4018,114.0,es_7747,2017,CIV-PLS13 ,1F-4,S,17,23,0,40,False,False,0,0,4.0,0.0,4.0,True
4019,115.0,es_6594,2017,CIV-PLS13 ,2F-3,S,13,22,0,35,False,False,0,0,3.0,0.0,3.0,True
4020,116.0,es_7291,2017,CIV-PLS13 ,2F-2,S,9,17,0,26,False,False,40,0,2.0,0.0,2.0,True
4021,117.0,es_3768,2017,ECA-PLS13 ,1F-2,S,7,10,0,17,False,False,0,0,2.0,0.0,2.0,True
4022,118.0,es_7748,2017,CIV-PLS13 ,,N,3,14,0,17,False,False,0,0,0.0,0.0,0.0,False
4023,119.0,es_7292,2017,CIV-PLS13 ,2F-1,N,3,16,0,19,False,False,32,0,1.0,0.0,1.0,False
4024,120.0,es_7293,2017,CIV-PLS13 ,1F-5,S,12,36,0,48,False,False,0,0,5.0,0.0,5.0,True
4025,121.0,es_7116,2017,MEC-PLS13 ,3F-3,S,6,11,0,17,False,False,12,32,3.0,0.0,3.0,True
4026,122.0,es_7586,2017,CIV-PLS13 ,2F-4,S,10,27,0,37,False,False,34,0,4.0,0.0,4.0,True
4027,123.0,es_7294,2017,ELE-PLS13 ,2F-5,S,17,13,0,30,False,False,50,0,5.0,0.0,5.0,True
4028,124.0,es_7749,2017,IND-PLS13 ,3F-4,S,2,25,0,27,False,False,38,40,4.0,0.0,4.0,True
4029,125.0,es_7295,2017,IND-PLS13 ,"1F-1,3F-5",S,11,29,0,40,False,False,0,0,1.0,5.0,5.0,True
4030,126.0,es_7587,2017,MCT-PLS13 ,3F-5,S,3,14,0,17,False,False,22,32,5.0,0.0,5.0,True
4031,127.0,es_7296,2017,MCT-PLS13 ,"1F-1,2F-3",S,17,14,0,31,False,False,0,0,1.0,3.0,3.0,True
4032,128.0,es_7588,2017,MCT-PLS13 ,"2F-1,3F-3",S,7,11,0,18,False,False,26,0,1.0,3.0,3.0,True
4033,129.0,es_7750,2017,CIV-PLS13 ,1F-5,S,16,36,0,52,False,False,0,0,5.0,0.0,5.0,True
4034,130.0,es_6598,2017,CIV-PLS13 ,3F-1,N,4,15,0,19,False,False,4,26,1.0,0.0,1.0,False
4035,131.0,es_7298,2017,CIV-PLS13 ,2F-5,S,10,28,0,38,False,False,52,0,5.0,0.0,5.0,True
4036,132.0,es_7299,2017,ELE-PLS13 ,,N,0,0,0,0,False,False,0,0,0.0,0.0,0.0,False
4037,133.0,es_7751,2017,MEC-PLS13 ,,N,0,9,0,9,False,False,0,0,0.0,0.0,0.0,False
4038,134.0,es_7300,2017,CIV-PLS13 ,"1F-1,3F-3",S,7,33,0,40,False,False,0,0,1.0,3.0,3.0,True
4039,135.0,es_7301,2017,MCT-PLS13 ,,N,6,0,0,6,False,False,0,0,0.0,0.0,0.0,False
4040,136.0,es_7302,2017,CIV-PLS13 ,,N,0,12,0,12,False,False,0,0,0.0,0.0,0.0,False
4041,137.0,es_7591,2017,CIV-PLS13 ,,N,0,0,0,0,False,False,0,0,0.0,0.0,0.0,False
4042,138.0,es_7592,2017,MCT-PLS13 ,3F-2,S,11,23,0,34,False,False,0,0,2.0,0.0,2.0,True
4043,139.0,es_7212,2017,IND-PLS13 ,,N,0,0,0,0,False,False,0,0,0.0,0.0,0.0,False
4044,140.0,es_7304,2017,CIV-PLS13 ,,N,3,7,0,10,False,False,0,0,0.0,0.0,0.0,False
4045,141.0,es_7752,2017,ELE-PLS13 ,3F-4,S,10,16,0,26,False,False,34,40,4.0,0.0,4.0,True
4046,142.0,es_7753,2017,ELE-PLS13 ,1F-3,S,11,28,0,39,False,False,0,0,3.0,0.0,3.0,True
4047,143.0,es_7305,2017,ELE-PLS13 ,,N,10,12,0,22,False,False,0,0,0.0,0.0,0.0,False
4048,144.0,es_7593,2017,IND-PLS13 ,2F-3,S,8,21,0,29,False,False,28,0,3.0,0.0,3.0,True
4049,145.0,es_2332,2017,CGF-PLS13 ,,N,0,0,0,0,False,False,0,0,0.0,0.0,0.0,False
4050,146.0,es_7595,2017,MEC-PLS13 ,,N,0,9,0,9,False,False,0,0,0.0,0.0,0.0,False
4051,147.0,es_7596,2017,ELE-PLS13 ,,N,3,0,0,3,False,False,0,0,0.0,0.0,0.0,False
4052,148.0,es_7597,2017,CIV-PLS13 ,"1F-1,2F-1,3F-2",S,9,25,0,34,False,False,0,0,1.0,1.0,2.0,True
4053,149.0,es_7308,2017,ELE-PLS13 ,1F-5,S,11,30,0,41,False,False,0,0,5.0,0.0,5.0,True
4054,150.0,es_6610,2017,ELE-PLS13 ,,N,5,15,0,20,False,False,8,32,0.0,0.0,0.0,False
4055,151.0,es_7309,2017,MCT-PLS13 ,1F-5,S,13,36,0,49,False,False,0,0,5.0,0.0,5.0,True
4056,152.0,es_7310,2017,CIV-PLS13 ,1F-5,S,18,28,0,46,False,False,0,0,5.0,0.0,5.0,True
4057,153.0,es_7311,2017,IND-PLS13 ,1F-5,S,13,29,0,42,False,False,0,0,5.0,0.0,5.0,True
4058,154.0,es_7313,2017,CIV-PLS13 ,1F-5,S,18,30,0,48,False,False,0,0,5.0,0.0,5.0,True
4059,155.0,es_7599,2017,MEC-PLS13 ,3F-2,S,4,19,0,23,False,False,28,34,2.0,0.0,2.0,True
4060,156.0,es_7600,2017,MEC-PLS13 ,,N,8,8,0,16,False,False,0,0,0.0,0.0,0.0,False
4061,157.0,es_7754,2017,ELE-PLS13 ,,N,0,0,0,0,False,False,0,0,0.0,0.0,0.0,False
4062,158.0,es_7314,2017,ELE-PLS13 ,,N,0,0,0,0,False,False,0,0,0.0,0.0,0.0,False
4063,159.0,es_7755,2017,MEC-PLS13 ,,N,5,8,0,13,False,False,0,0,0.0,0.0,0.0,False
4064,160.0,es_7315,2017,CIV-PLS13 ,1F-4,S,11,31,0,42,False,False,0,0,4.0,0.0,4.0,True
4065,161.0,es_7756,2017,CIV-PLS13 ,1F-3,S,16,22,0,38,False,False,0,0,3.0,0.0,3.0,True
4066,162.0,es_7757,2017,CIV-PLS13 ,2F-2,S,7,30,0,37,False,False,0,0,2.0,0.0,2.0,True
4067,163.0,es_7214,2017,ECA-PLS13 ,,N,5,19,0,24,False,False,18,26,0.0,0.0,0.0,False
4068,164.0,es_7602,2017,CIV-PLS13 ,"2F-1,3F-1",N,7,31,0,38,False,False,0,0,1.0,1.0,1.0,False
4069,165.0,es_7758,2017,MCT-PLS13 ,2F-4,S,9,23,0,32,False,False,26,0,4.0,0.0,4.0,True
4070,166.0,es_7759,2017,ELE-PLS13 ,,N,4,26,0,30,False,False,0,0,0.0,0.0,0.0,False
4071,167.0,es_7760,2017,ELE-PLS13 ,,N,15,0,0,15,False,False,0,0,0.0,0.0,0.0,False
4072,168.0,es_7317,2017,CIV-PLS13 ,,N,3,21,0,24,False,False,14,29,0.0,0.0,0.0,False
4073,169.0,es_7761,2017,ELE-PLS13 ,,N,0,34,0,34,False,False,0,0,0.0,0.0,0.0,False
4074,170.0,es_7318,2017,IND-PLS13 ,"1F-1,2F-1",N,7,26,0,33,False,False,0,0,1.0,1.0,1.0,False
4075,171.0,es_7762,2017,MCT-PLS13 ,,N,5,17,0,22,False,False,0,27,0.0,0.0,0.0,False
4076,172.0,es_7763,2017,CIV-PLS13 ,1F-4,S,13,28,0,41,False,False,0,0,4.0,0.0,4.0,True
4077,173.0,es_7319,2017,CIV-PLS13 ,1F-3,S,8,28,0,36,False,False,0,0,3.0,0.0,3.0,True
4078,174.0,es_7320,2017,MCT-PLS13 ,1F-3,S,13,29,0,42,False,False,0,0,3.0,0.0,3.0,True
4079,175.0,es_7321,2017,ECA-PLS13 ,3F-1,N,6,14,0,20,False,False,18,38,1.0,0.0,1.0,False
4080,176.0,es_7322,2017,MCT-PLS13 ,1F-5,S,20,29,0,49,False,False,0,0,5.0,0.0,5.0,True
4081,177.0,es_7323,2017,IND-PLS13 ,1F-4,S,7,35,0,42,False,False,0,0,4.0,0.0,4.0,True
4082,178.0,es_7764,2017,CGF-PLS13 ,1F-5,S,0,26,0,26,False,False,0,0,5.0,0.0,5.0,True
4083,179.0,es_7324,2017,CIV-PLS13 ,1F-2,S,12,22,0,34,False,False,0,0,2.0,0.0,2.0,True
4084,180.0,es_7603,2017,MEC-PLS13 ,,N,0,0,0,0,False,False,0,0,0.0,0.0,0.0,False
4085,181.0,es_7765,2017,ELE-PLS13 ,,N,6,26,0,32,False,False,0,0,0.0,0.0,0.0,False
4086,182.0,es_7325,2017,ELE-PLS13 ,2F-5,S,13,18,0,31,False,False,58,0,5.0,0.0,5.0,True
4087,183.0,es_7766,2017,MEC-PLS13 ,,N,9,16,0,25,False,False,28,0,0.0,0.0,0.0,False
4088,184.0,es_3792,2017,ECA-PLS13 ,,N,5,6,0,11,False,False,0,0,0.0,0.0,0.0,False
4089,185.0,es_7326,2017,CIV-PLS13 ,1F-3,S,13,25,0,38,False,False,0,0,3.0,0.0,3.0,True
4090,186.0,es_7327,2017,ELE-PLS13 ,1F-5,S,15,36,0,51,False,False,0,0,5.0,0.0,5.0,True
4091,187.0,es_7327,2017,MCT-PLS13 ,,N,15,36,0,51,False,False,0,0,0.0,0.0,0.0,False
4092,188.0,es_7328,2017,MCT-PLS13 ,1F-5,S,10,33,0,43,False,False,0,0,5.0,0.0,5.0,True
4093,189.0,es_7215,2017,CIV-PLS13 ,1F-3,S,15,25,0,40,False,False,0,0,3.0,0.0,3.0,True
4094,190.0,es_7330,2017,MCT-PLS13 ,1F-5,S,18,32,0,50,False,False,0,0,5.0,0.0,5.0,True
4095,191.0,es_7767,2017,CIV-PLS13 ,,N,0,0,0,0,False,False,0,0,0.0,0.0,0.0,False
4096,192.0,es_7254,2017,ELE-PLS13 ,,N,10,21,0,31,False,False,12,0,0.0,0.0,0.0,False
4097,193.0,es_7333,2017,ECA-PLS13 ,2F-3,S,1,29,0,30,False,False,0,0,3.0,0.0,3.0,True
4098,194.0,es_7335,2017,IND-PLS13 ,,N,9,7,0,16,False,False,20,33,0.0,0.0,0.0,False
4099,195.0,es_7336,2017,CIV-PLS13 ,"2F-1,3F-1",N,4,20,0,24,False,False,36,0,1.0,1.0,1.0,False
4100,196.0,es_7605,2017,ELE-PLS13 ,,N,3,0,0,3,False,False,0,0,0.0,0.0,0.0,False
4101,197.0,es_7337,2017,CIV-PLS13 ,1F-5,S,21,27,0,48,False,False,0,0,5.0,0.0,5.0,True
4102,198.0,es_7768,2017,ELE-PLS13 ,,N,8,8,0,16,False,False,22,34,0.0,0.0,0.0,False
4103,199.0,es_7338,2017,CIV-PLS13 ,,N,3,0,0,3,False,False,0,0,0.0,0.0,0.0,False
4104,200.0,es_7606,2017,CIV-PLS13 ,,N,1,0,0,1,False,False,0,0,0.0,0.0,0.0,False
4105,201.0,es_7769,2017,MEC-PLS13 ,"2F-1,3F-3",S,12,19,0,31,False,False,0,0,1.0,3.0,3.0,True
4106,202.0,es_7339,2017,CIV-PLS13 ,,N,1,9,0,10,False,False,0,0,0.0,0.0,0.0,False
4107,203.0,es_3584,2017,MEC-PLS13 ,,N,0,0,0,0,False,False,0,0,0.0,0.0,0.0,False
4108,204.0,es_7340,2017,IND-PLS13 ,,N,7,8,0,15,False,False,26,0,0.0,0.0,0.0,False
4109,205.0,es_7341,2017,CIV-PLS13 ,,N,5,0,0,5,False,False,0,0,0.0,0.0,0.0,False
4110,206.0,es_7342,2017,CIV-PLS13 ,2F-4,S,12,20,0,32,False,False,40,0,4.0,0.0,4.0,True
4111,207.0,es_7611,2017,CIV-PLS13 ,,N,3,5,0,8,False,False,0,0,0.0,0.0,0.0,False
4112,208.0,es_7216,2017,IND-PLS13 ,,N,4,0,0,4,False,False,0,0,0.0,0.0,0.0,False
4113,209.0,es_3801,2017,CIV-PLS13 ,,N,9,26,0,35,False,False,40,0,0.0,0.0,0.0,False
4114,210.0,es_7612,2017,ELE-PLS13 ,,N,1,31,0,32,False,False,30,0,0.0,0.0,0.0,False
4115,211.0,es_7770,2017,MCT-PLS13 ,"1F-1,2F-3",S,0,0,0,0,False,False,0,0,1.0,3.0,3.0,True
4116,212.0,es_7344,2017,CIV-PLS13 ,2F-3,S,7,22,0,29,False,False,40,0,3.0,0.0,3.0,True
4117,213.0,es_7771,2017,MCT-PLS13 ,1F-4,S,3,35,0,38,False,False,0,0,4.0,0.0,4.0,True
4118,214.0,es_7345,2017,CIV-PLS13 ,,N,6,20,0,26,False,False,0,0,0.0,0.0,0.0,False
4119,215.0,es_7217,2017,ELE-PLS13 ,1F-5,S,14,27,0,41,False,False,0,0,5.0,0.0,5.0,True
4120,216.0,es_7346,2017,MCT-PLS13 ,1F-3,S,7,28,0,35,False,False,0,0,3.0,0.0,3.0,True
4121,217.0,es_7218,2017,CIV-PLS13 ,3F-5,S,3,30,0,33,False,False,12,39,5.0,0.0,5.0,True
4122,218.0,es_7347,2017,CIV-PLS13 ,3F-3,S,5,11,0,16,False,False,32,20,3.0,0.0,3.0,True
4123,219.0,es_7348,2017,CIV-PLS13 ,"1F-1,2F-3",S,7,19,0,26,False,False,0,0,1.0,3.0,3.0,True
4124,220.0,es_7772,2017,CIV-PLS13 ,1F-5,S,16,35,0,51,False,False,0,0,5.0,0.0,5.0,True
4125,221.0,es_7349,2017,MCT-PLS13 ,1F-3,S,15,22,0,37,False,False,0,0,3.0,0.0,3.0,True
